	Player	Position	Comp	Age	Min	Goals	GoalsPer90	Asists	Asists	GoalAstPer90	TacklesWon	TklDribbling	Blocks	SuccPressRatio	CompletedPasses	PassCompRatio	TotDistPass	ProgDistPass	90s	SCA	SCA90	ShootPass	ShootDrib	GCA	GCA90	AssistPass	AssistDrib	Crosses	PenaltyWon	AerialWonRate	ShootOnTarget	ShootPer90	GoalPerShoot
6642	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	12	10	21	32.8	882	82.4	15091	5665	16.7	8	0.48	7	0	0	0.00	0	0	1	0	78.1	6	1.18	0.06
6643	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	12	10	21	32.8	882	82.4	15091	5665	16.7	8	0.48	7	0	0	0.00	0	0	1	0	78.1	2	0.48	0.00
6644	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	12	10	21	32.8	987	87.1	23003	6567	14.4	50	3.47	45	2	7	0.49	5	0	52	2	58.8	6	1.18	0.06
6645	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	12	10	21	32.8	987	87.1	23003	6567	14.4	50	3.47	45	2	7	0.49	5	0	52	2	58.8	2	0.48	0.00
6646	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	12	10	21	32.8	987	87.1	23003	6567	14.4	50	3.47	45	2	7	0.49	5	0	1	0	78.1	6	1.18	0.06
6647	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	12	10	21	32.8	987	87.1	23003	6567	14.4	50	3.47	45	2	7	0.49	5	0	1	0	78.1	2	0.48	0.00
6648	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	12	10	21	32.8	987	87.1	23003	6567	16.7	8	0.48	7	0	0	0.00	0	0	52	2	58.8	6	1.18	0.06
6649	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	12	10	21	32.8	987	87.1	23003	6567	16.7	8	0.48	7	0	0	0.00	0	0	52	2	58.8	2	0.48	0.00
6650	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	12	10	21	32.8	987	87.1	23003	6567	16.7	8	0.48	7	0	0	0.00	0	0	1	0	78.1	6	1.18	0.06
6651	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	12	10	21	32.8	987	87.1	23003	6567	16.7	8	0.48	7	0	0	0.00	0	0	1	0	78.1	2	0.48	0.00
6652	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	882	82.4	15091	5665	14.4	50	3.47	45	2	7	0.49	5	0	52	2	58.8	6	1.18	0.06
6653	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	882	82.4	15091	5665	14.4	50	3.47	45	2	7	0.49	5	0	52	2	58.8	2	0.48	0.00
6654	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	882	82.4	15091	5665	14.4	50	3.47	45	2	7	0.49	5	0	1	0	78.1	6	1.18	0.06
6655	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	882	82.4	15091	5665	14.4	50	3.47	45	2	7	0.49	5	0	1	0	78.1	2	0.48	0.00
6656	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	882	82.4	15091	5665	16.7	8	0.48	7	0	0	0.00	0	0	52	2	58.8	6	1.18	0.06
6657	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	882	82.4	15091	5665	16.7	8	0.48	7	0	0	0.00	0	0	52	2	58.8	2	0.48	0.00
6658	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	882	82.4	15091	5665	16.7	8	0.48	7	0	0	0.00	0	0	1	0	78.1	6	1.18	0.06
6659	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	882	82.4	15091	5665	16.7	8	0.48	7	0	0	0.00	0	0	1	0	78.1	2	0.48	0.00
6660	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	987	87.1	23003	6567	14.4	50	3.47	45	2	7	0.49	5	0	52	2	58.8	6	1.18	0.06
6661	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	987	87.1	23003	6567	14.4	50	3.47	45	2	7	0.49	5	0	52	2	58.8	2	0.48	0.00
6662	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	987	87.1	23003	6567	14.4	50	3.47	45	2	7	0.49	5	0	1	0	78.1	6	1.18	0.06
6663	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	987	87.1	23003	6567	14.4	50	3.47	45	2	7	0.49	5	0	1	0	78.1	2	0.48	0.00
6664	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	987	87.1	23003	6567	16.7	8	0.48	7	0	0	0.00	0	0	52	2	58.8	6	1.18	0.06
6665	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	987	87.1	23003	6567	16.7	8	0.48	7	0	0	0.00	0	0	52	2	58.8	2	0.48	0.00
6666	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	987	87.1	23003	6567	16.7	8	0.48	7	0	0	0.00	0	0	1	0	78.1	6	1.18	0.06
6667	Marcelo	DF	fr Ligue 1	32	1,503	0	0.00	0	0.00	0.00	16	10	24	38.0	987	87.1	23003	6567	16.7	8	0.48	7	0	0	0.00	0	0	1	0	78.1	2	0.48	0.00
6668	Solly March	DF,FW	eng Premier League	25	1,143	0	0.00	1	0.08	0.08	17	9	22	27.8	435	72.4	8096	2332	12.7	32	2.52	24	3	2	0.16	2	0	48	0	50.0	8	1.65	0.00
6669	Gian Marco Ferrari	DF	it Serie A	27	1,897	0	0.00	1	0.05	0.05	9	5	34	31.0	1369	93.6	26657	8916	21.1	23	1.09	21	0	2	0.09	1	0	5	1	52.5	2	0.52	0.00
6670	Óscar de Marcos	DF,FW	es La Liga	30	541	0	0.00	1	0.17	0.17	0	2	13	15.3	168	73.7	2740	1031	6.0	11	1.83	7	0	1	0.17	1	0	13	0	35.0	0	0.17	0.00
6671	Dario Maresic	DF	fr Ligue 1	19	90	0	0.00	0	0.00	0.00	0	0	1	50.0	53	82.8	1155	374	1.0	2	2.00	2	0	0	0.00	0	0	0	0	33.3	0	0.00	
6672	Miguel Marí	MF	es La Liga	22	6	0	0.00	0	0.00	0.00	0	0	1	0.0	1	50.0	16	0	0.1	0	0.00	0	0	0	0.00	0	0	0	0		0	0.00	
6673	Pablo Marí	DF	eng Premier League	25	113	0	0.00	0	0.00	0.00	1	1	1	27.3	81	89.0	1746	362	1.3	0	0.00	0	0	0	0.00	0	0	0	0	57.1	0	0.00	
6674	José María Giménez	DF	es La Liga	24	1,755	0	0.00	0	0.00	0.00	11	8	25	31.6	753	88.3	17119	5684	19.5	9	0.46	8	0	0	0.00	0	0	0	0	76.4	2	0.56	0.00
6675	Mariano	FW	es La Liga	25	45	1	2.00	0	0.00	2.00	0	0	1	21.4	11	73.3	142	26	0.5	2	4.00	1	1	1	2.00	0	1	0	0	40.0	2	10.00	0.20
6676	Adrian Mariappa	DF	eng Premier League	32	1,513	0	0.00	0	0.00	0.00	12	11	35	28.9	426	72.8	8470	3772	16.8	10	0.59	10	0	1	0.06	1	0	18	0	56.2	0	0.18	0.00
6677	Jordan Marié	MF	fr Ligue 1	27	201	0	0.00	0	0.00	0.00	5	4	6	39.7	84	75.7	1825	496	2.2	2	0.90	2	0	0	0.00	0	0	1	0	16.7	0	0.45	0.00
6678	Federico Marigosu	MF	it Serie A	18	24	0	0.00	0	0.00	0.00	0	0	0	0.0	8	53.3	190	62	0.3	2	7.50	1	0	0	0.00	0	0	2	0	0.0	0	0.00	
6679	Adrián Marín	DF	es La Liga	22	852	0	0.00	0	0.00	0.00	6	3	23	25.3	253	71.3	4644	2482	9.5	11	1.16	8	0	0	0.00	0	0	16	0	50.0	0	0.32	0.00
6680	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	0	0.00	
6681	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	4	0.51	0.20
6682	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	0	0.00	
6683	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	4	0.51	0.20
6684	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	0	0.00	
6685	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	4	0.51	0.20
6686	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	0	0.00	
6687	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	4	0.51	0.20
6688	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	0	0.00	
6689	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	4	0.51	0.20
6690	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	0	0.00	
6691	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	4	0.51	0.20
6692	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	0	0.00	
6693	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	4	0.51	0.20
6694	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	0	0.00	
6695	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	0	0	2	40.0	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	4	0.51	0.20
6696	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	0	0.00	
6697	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	4	0.51	0.20
6698	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	0	0.00	
6699	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	4	0.51	0.20
6700	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	0	0.00	
6701	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	4	0.51	0.20
6702	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	0	0.00	
6703	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	4	0.51	0.20
6704	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	0	0.00	
6705	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	4	0.51	0.20
6706	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	0	0.00	
6707	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	4	0.51	0.20
6708	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	0	0.00	
6709	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	4	0.51	0.20
6710	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	0	0.00	
6711	Guillermo Maripán	DF	es La Liga	25	90	0	0.00	0	0.00	0.00	28	24	40	37.6	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	4	0.51	0.20
6712	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	0	0.00	
6713	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	4	0.51	0.20
6714	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	0	0.00	
6715	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	4	0.51	0.20
6716	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	0	0.00	
6717	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	4	0.51	0.20
6718	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	0	0.00	
6719	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	4	0.51	0.20
6720	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	0	0.00	
6721	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	4	0.51	0.20
6722	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	0	0.00	
6723	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	4	0.51	0.20
6724	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	0	0.00	
6725	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	4	0.51	0.20
6726	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	0	0.00	
6727	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	0	0	2	40.0	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	4	0.51	0.20
6728	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	0	0.00	
6729	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	4	0.51	0.20
6730	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	0	0.00	
6731	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	7	63.6	122	49	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	4	0.51	0.20
6732	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	0	0.00	
6733	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	4	0.51	0.20
6734	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	0	0.00	
6735	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	7	63.6	122	49	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	4	0.51	0.20
6736	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	0	0.00	
6737	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	0	0	75.0	4	0.51	0.20
6738	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	0	0.00	
6739	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	936	88.9	21921	6614	1.0	0	0.00	0	0	0	0.00	0	0	5	0	53.5	4	0.51	0.20
6740	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	0	0.00	
6741	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	0	0	75.0	4	0.51	0.20
6742	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	0	0.00	
6743	Guillermo Maripán	DF	fr Ligue 1	25	1,753	2	0.10	0	0.00	0.10	28	24	40	37.6	936	88.9	21921	6614	19.5	9	0.46	7	0	1	0.05	1	0	5	0	53.5	4	0.51	0.20
6744	Marlon	DF	it Serie A	23	1,818	0	0.00	0	0.00	0.00	20	10	37	26.9	1370	94.7	25647	9053	20.2	17	0.84	15	1	0	0.00	0	0	0	0	42.9	1	0.25	0.00
6745	Omar Marmoush	MF,FW	de Bundesliga	20	81	0	0.00	0	0.00	0.00	0	0	0	21.1	10	62.5	120	18	0.9	1	1.11	1	0	0	0.00	0	0	1	0	0.0	1	1.11	0.00
6746	Gonzalo Maroni	MF	it Serie A	20	181	0	0.00	1	0.50	0.50	1	2	3	40.9	71	79.8	1212	428	2.0	17	8.45	11	0	2	0.99	1	0	2	0	33.3	1	1.99	0.00
6747	Marquinhos	MF,DF	fr Ligue 1	25	1,476	3	0.18	1	0.06	0.24	25	16	34	36.9	1207	93.3	24188	6825	16.4	18	1.10	15	1	3	0.18	2	0	5	0	56.2	3	0.67	0.27
6748	Bruno Martella	DF,MF	it Serie A	26	1,270	0	0.00	0	0.00	0.00	9	11	29	17.8	402	71.5	7676	3400	14.1	29	2.06	25	2	2	0.14	2	0	41	0	42.9	2	0.71	0.00
6749	Roger Martí	FW	es La Liga	28	2,267	11	0.44	1	0.04	0.48	11	5	20	18.8	284	63.4	4552	1224	25.2	41	1.63	31	0	4	0.16	1	0	23	2	31.6	20	2.10	0.13
6750	Anthony Martial	FW	eng Premier League	23	2,624	17	0.58	6	0.21	0.79	12	1	19	28.5	575	79.8	8013	1715	29.2	95	3.26	72	12	19	0.65	13	2	20	1	25.9	38	2.71	0.22
6751	Aarón Martín	DF	de Bundesliga	22	1,792	0	0.00	0	0.00	0.00	15	10	38	28.0	662	72.6	11891	4792	19.9	50	2.51	27	1	3	0.15	1	0	59	0	40.5	3	0.45	0.00
6752	Daniel Martín	GK	es La Liga	21	531	0	0.00	0	0.00	0.00	0	0	0		146	75.3	4260	2381	5.9	2	0.34	2	0	0	0.00	0	0	0	0		0	0.00	
6753	David Martin	GK	eng Premier League	33	436	0	0.00	0	0.00	0.00	0	0	1	100.0	55	44.4	2858	2411	4.8	0	0.00	0	0	0	0.00	0	0	0	0		0	0.00	
6754	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	69	87.3	1245	327	1.3	1	0.80	1	0	0	0.00	0	0	2	0	75.0	0	0.80	0.00
6755	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	69	87.3	1245	327	1.3	1	0.80	1	0	0	0.00	0	0	2	0	75.0	0	0.00	
6756	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	69	87.3	1245	327	1.3	1	0.80	1	0	0	0.00	0	0	5	0	50.0	0	0.80	0.00
6757	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	69	87.3	1245	327	1.3	1	0.80	1	0	0	0.00	0	0	5	0	50.0	0	0.00	
6758	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	69	87.3	1245	327	2.7	5	1.82	4	0	0	0.00	0	0	2	0	75.0	0	0.80	0.00
6759	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	69	87.3	1245	327	2.7	5	1.82	4	0	0	0.00	0	0	2	0	75.0	0	0.00	
6760	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	69	87.3	1245	327	2.7	5	1.82	4	0	0	0.00	0	0	5	0	50.0	0	0.80	0.00
6761	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	69	87.3	1245	327	2.7	5	1.82	4	0	0	0.00	0	0	5	0	50.0	0	0.00	
6762	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	170	88.5	3329	714	1.3	1	0.80	1	0	0	0.00	0	0	2	0	75.0	0	0.80	0.00
6763	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	170	88.5	3329	714	1.3	1	0.80	1	0	0	0.00	0	0	2	0	75.0	0	0.00	
6764	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	170	88.5	3329	714	1.3	1	0.80	1	0	0	0.00	0	0	5	0	50.0	0	0.80	0.00
6765	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	170	88.5	3329	714	1.3	1	0.80	1	0	0	0.00	0	0	5	0	50.0	0	0.00	
6766	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	170	88.5	3329	714	2.7	5	1.82	4	0	0	0.00	0	0	2	0	75.0	0	0.80	0.00
6767	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	170	88.5	3329	714	2.7	5	1.82	4	0	0	0.00	0	0	2	0	75.0	0	0.00	
6768	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	170	88.5	3329	714	2.7	5	1.82	4	0	0	0.00	0	0	5	0	50.0	0	0.80	0.00
6769	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	3	1	3	43.8	170	88.5	3329	714	2.7	5	1.82	4	0	0	0.00	0	0	5	0	50.0	0	0.00	
6770	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	7	1	3	31.4	69	87.3	1245	327	1.3	1	0.80	1	0	0	0.00	0	0	2	0	75.0	0	0.80	0.00
6771	Jonas Martin	MF	fr Ligue 1	29	113	0	0.00	0	0.00	0.00	7	1	3	31.4	69	87.3	1245	327	1.3	1	0.80	1	0	0	0.00	0	0	2	0	75.0	0	0.00	
