;PlayerName;Name;Position;Age;Min;Goals;GoalsPer90;Asists;AsistsPer90;GoalAstPer90;Played90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio;MatchPlayed;PointPerMatch;TouchPenArea;SuccDrib;DribLegs;PlayerType;Value;Value2;NetValue;logValue
813;Loïck Landre;Loïck Landre;DF;27.0;929;1;0.1;0;0.0;0.1;10.3;5.0;0.48;3.0;0.0;1.0;0.1;1.0;0.0;304.0;78.1;6698.0;1947.0;0;0.0;64.7;2;0.48;0.2;10;9.0;19.0;29.1;11;1.18;3.0;0.0;0.0;Defender;1.0;M;1.0;0.0
814;Luca Ceppitelli;Luca Ceppitelli;DF;29.0;1246;2;0.14;0;0.0;0.14;13.8;6.0;0.43;6.0;0.0;1.0;0.07;1.0;0.0;403.0;79.8;9987.0;3664.0;2;0.0;53.2;2;0.36;0.4;12;5.0;30.0;26.0;16;1.44;9.0;0.0;0.0;Defender;3.0;M;3.0;1.0986122886681098
815;Luca Cigarini;Luca Cigarini;MF;33.0;1598;0;0.0;4;0.23;0.23;17.8;63.0;3.55;38.0;1.0;9.0;0.51;7.0;0.0;992.0;80.8;20139.0;7197.0;19;0.0;43.5;1;0.39;0.0;26;13.0;43.0;31.3;22;1.32;6.0;10.0;0.0;Midfielder;900.0;K;0.9;-0.10536051565782628
816;Luca Kilian;Luca Kilian;DF;19.0;1261;0;0.0;0;0.0;0.0;14.0;5.0;0.36;5.0;0.0;2.0;0.14;2.0;0.0;633.0;90.7;14282.0;3263.0;0;0.0;45.6;0;0.07;0.0;25;25.0;35.0;35.9;15;0.73;8.0;2.0;0.0;Defender;500.0;K;0.5;-0.6931471805599453
817;Luca Pellegrini;Luca Pellegrini;DF;20.0;1908;0;0.0;5;0.24;0.24;21.2;48.0;2.26;36.0;6.0;8.0;0.38;7.0;0.0;794.0;72.6;14877.0;6633.0;90;1.0;51.4;5;0.71;0.0;27;12.0;26.0;33.2;24;1.33;25.0;29.0;3.0;Defender;6.0;M;6.0;1.791759469228055
818;Luca Sangalli;Luca Sangalli;MF;24.0;372;0;0.0;1;0.24;0.24;4.1;10.0;2.42;8.0;0.0;0.0;0.0;0.0;0.0;138.0;73.8;2296.0;729.0;5;0.0;50.0;5;1.69;0.0;1;1.0;1.0;28.8;11;2.0;10.0;6.0;0.0;Midfielder;9.0;M;9.0;2.1972245773362196
819;Luca Siligardi;Luca Siligardi;FW;31.0;337;0;0.0;1;0.27;0.27;3.7;7.0;1.87;7.0;0.0;2.0;0.53;2.0;0.0;104.0;68.9;1915.0;624.0;6;0.0;63.6;3;2.94;0.0;3;5.0;8.0;26.0;12;1.08;17.0;6.0;0.0;Forward;1.0;M;1.0;0.0
820;Lucas Alario;Lucas Alario;FW;26.0;1174;7;0.54;1;0.08;0.61;13.0;30.0;2.3;21.0;2.0;3.0;0.23;1.0;0.0;227.0;73.7;3353.0;375.0;5;0.0;40.0;18;3.6;0.13;2;3.0;9.0;27.6;24;1.58;89.0;16.0;1.0;Forward;10.0;M;10.0;2.302585092994046
821;Lucas Deaux;Lucas Deaux;MF;30.0;1335;2;0.13;1;0.07;0.2;14.8;26.0;1.75;23.0;1.0;2.0;0.13;2.0;0.0;539.0;78.3;11175.0;3396.0;7;0.0;65.6;5;1.01;0.13;34;19.0;25.0;35.5;17;1.12;27.0;14.0;0.0;Midfielder;2.0;M;2.0;0.6931471805599453
822;Lucas Digne;Lucas Digne;DF;26.0;3030;0;0.0;7;0.21;0.21;33.7;105.0;3.12;58.0;2.0;11.0;0.33;8.0;0.0;1353.0;69.5;25922.0;11359.0;153;0.0;67.9;5;0.86;0.0;39;30.0;69.0;26.9;35;1.29;63.0;25.0;2.0;Defender;30.0;M;30.0;3.4011973816621555
823;Lucas Höler;Lucas Höler;FW;25.0;2485;8;0.29;2;0.07;0.36;27.6;67.0;2.43;39.0;5.0;15.0;0.54;4.0;3.0;452.0;69.9;6313.0;945.0;22;1.0;43.3;22;1.81;0.16;18;10.0;39.0;23.8;34;1.41;134.0;37.0;1.0;Forward;4.0;M;4.0;1.3862943611198906
824;Lucas Leiva;Lucas Leiva;MF;32.0;1808;0;0.0;1;0.05;0.05;20.1;37.0;1.84;33.0;0.0;2.0;0.1;2.0;0.0;1002.0;88.3;19833.0;5548.0;6;0.0;62.9;3;0.5;0.0;41;24.0;25.0;29.6;25;2.08;8.0;7.0;1.0;Midfielder;5.0;M;5.0;1.6094379124341003
825;Lucas Moura;Lucas Moura;FW;26.0;2242;4;0.16;4;0.16;0.32;24.9;88.0;3.53;59.0;12.0;9.0;0.36;5.0;3.0;581.0;72.7;8736.0;2505.0;27;0.0;40.7;13;2.25;0.07;33;12.0;40.0;27.1;35;1.54;85.0;71.0;3.0;Forward;40.0;M;40.0;3.6888794541139363
826;Lucas Ocampos;Lucas Ocampos;FW;25.0;2745;14;0.46;3;0.1;0.56;30.5;65.0;2.13;42.0;10.0;8.0;0.26;5.0;2.0;728.0;74.9;11577.0;2831.0;81;1.0;44.1;31;2.66;0.11;32;21.0;55.0;28.6;33;1.97;201.0;83.0;6.0;Forward;30.0;M;30.0;3.4011973816621555
827;Lucas Olaza;Lucas Olaza;DF;25.0;3144;1;0.03;3;0.09;0.11;34.9;59.0;1.69;39.0;0.0;6.0;0.17;2.0;0.0;1496.0;74.4;27544.0;13473.0;113;1.0;52.1;5;0.54;0.05;36;29.0;65.0;30.3;35;1.03;20.0;15.0;1.0;Defender;4.0;M;4.0;1.3862943611198906
828;Lucas Torreira;Lucas Torreira;MF;23.0;1512;1;0.06;1;0.06;0.12;16.8;29.0;1.73;20.0;2.0;2.0;0.12;2.0;0.0;793.0;87.5;15698.0;3306.0;5;0.0;33.3;6;1.25;0.05;24;12.0;29.0;25.3;29;1.48;31.0;13.0;1.0;Midfielder;30.0;M;30.0;3.4011973816621555
829;Lucas Torró;Lucas Torró;MF;25.0;331;0;0.0;0;0.0;0.0;3.7;5.0;1.36;1.0;1.0;0.0;0.0;0.0;0.0;150.0;86.2;2748.0;803.0;1;0.0;72.0;0;1.9;0.0;8;5.0;7.0;32.9;7;1.57;6.0;2.0;0.0;Midfielder;3.0;M;3.0;1.0986122886681098
830;Lucas Tousart;Lucas Tousart;MF;22.0;1763;2;0.1;2;0.1;0.2;19.6;26.0;1.33;21.0;1.0;3.0;0.15;3.0;0.0;802.0;84.8;16086.0;3032.0;10;0.0;51.3;9;1.38;0.07;39;15.0;35.0;32.0;24;1.5;26.0;17.0;0.0;Midfielder;5.0;M;5.0;1.6094379124341003
831;Lucas Vázquez;Lucas Vázquez;MF;28.0;848;2;0.21;1;0.11;0.32;9.4;33.0;3.5;25.0;0.0;6.0;0.64;5.0;0.0;465.0;79.8;7389.0;2182.0;44;1.0;40.0;3;1.06;0.2;15;9.0;14.0;34.3;18;2.33;39.0;14.0;0.0;Midfielder;10.0;M;10.0;2.302585092994046
832;Ludovic Ajorque;Ludovic Ajorque;FW;25.0;2058;8;0.35;4;0.17;0.52;22.9;36.0;1.57;27.0;3.0;10.0;0.44;6.0;1.0;371.0;72.9;5861.0;927.0;18;1.0;61.2;18;1.92;0.16;14;3.0;11.0;26.8;26;1.46;110.0;14.0;1.0;Forward;6.0;M;6.0;1.791759469228055
833;Ludovic Baal;Ludovic Baal;DF;33.0;827;0;0.0;0;0.0;0.0;9.2;20.0;2.18;17.0;1.0;1.0;0.11;1.0;0.0;500.0;80.8;8858.0;3971.0;20;0.0;61.8;0;0.22;0.0;21;12.0;22.0;34.8;11;1.45;8.0;17.0;1.0;Defender;60.0;K;0.06;-2.8134107167600364
834;Ludovic Blas;Ludovic Blas;FW;21.0;1845;5;0.24;1;0.05;0.29;20.5;58.0;2.83;45.0;6.0;4.0;0.2;3.0;0.0;540.0;79.9;10016.0;2376.0;12;0.0;33.9;20;2.24;0.11;15;6.0;31.0;21.0;24;1.25;53.0;52.0;2.0;Forward;5.0;M;5.0;1.6094379124341003
835;Ludovic Butelle;Ludovic Butelle;GK;36.0;2340;0;0.0;0;0.0;0.0;26.0;2.0;0.08;1.0;0.0;0.0;0.0;0.0;0.0;449.0;64.5;15322.0;10272.0;0;0.0;0.0;0;0.0;0.0;0;0.0;1.0;22.2;26;1.38;0.0;0.0;0.0;Goalkeeper;300.0;K;0.3;-1.2039728043259361
836;Ludwig Augustinsson;Ludwig Augustinsson;DF;25.0;924;0;0.0;1;0.1;0.1;10.3;20.0;1.95;15.0;0.0;1.0;0.1;1.0;0.0;387.0;72.5;6753.0;2939.0;35;0.0;58.3;0;0.49;0.0;18;13.0;23.0;34.1;12;0.58;16.0;6.0;0.0;Defender;6.0;M;6.0;1.791759469228055
837;Luigi Sepe;Luigi Sepe;GK;28.0;3060;0;0.0;0;0.0;0.0;34.0;6.0;0.18;6.0;0.0;0.0;0.0;0.0;0.0;841.0;73.9;26634.0;17424.0;0;0.0;0.0;0;0.0;0.0;0;1.0;0.0;20.0;34;1.32;0.0;0.0;0.0;Goalkeeper;7.0;M;7.0;1.9459101490553132
838;Luigi Vitale;Luigi Vitale;DF;31.0;41;0;0.0;0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;61.5;137.0;107.0;2;0.0;0.0;0;0.0;0.0;0;0.0;1.0;0.0;2;2.0;0.0;0.0;1.0;Defender;300.0;K;0.3;-1.2039728043259361
839;Luis Muriel;Luis Muriel;FW;28.0;1260;18;1.29;1;0.07;1.36;14.0;74.0;5.29;51.0;7.0;7.0;0.5;3.0;1.0;377.0;71.9;6032.0;1567.0;33;1.0;41.2;34;5.14;0.17;8;5.0;17.0;34.4;34;1.94;128.0;31.0;1.0;Forward;20.0;M;20.0;2.995732273553991
840;Luis Rioja;Luis Rioja;MF;25.0;1634;0;0.0;0;0.0;0.0;18.2;27.0;1.49;18.0;1.0;1.0;0.06;1.0;0.0;306.0;70.2;4430.0;1448.0;36;0.0;33.3;2;0.5;0.0;14;6.0;24.0;20.6;28;1.0;22.0;24.0;0.0;Midfielder;3.0;M;3.0;1.0986122886681098
841;Luis Suárez;Luis Suárez;FW;32.0;1998;16;0.72;8;0.36;1.08;22.2;74.0;3.33;51.0;13.0;17.0;0.77;13.0;2.0;529.0;75.9;8520.0;1146.0;19;0.0;41.7;42;3.51;0.19;2;0.0;13.0;25.1;28;2.14;150.0;25.0;3.0;Forward;9.0;M;9.0;2.1972245773362196
842;Luiz Araújo;Luiz Araújo;FW;23.0;828;2;0.22;1;0.11;0.33;9.2;31.0;3.37;16.0;8.0;2.0;0.22;1.0;0.0;223.0;72.2;3737.0;839.0;20;1.0;42.9;11;2.61;0.08;9;6.0;16.0;28.6;21;1.48;35.0;26.0;2.0;Forward;5.0;M;5.0;1.6094379124341003
843;Luiz Felipe;Luiz Felipe;DF;22.0;2024;1;0.04;1;0.04;0.09;22.5;15.0;0.67;13.0;1.0;6.0;0.27;5.0;1.0;1048.0;89.7;21793.0;6668.0;4;0.0;54.5;1;0.36;0.13;25;25.0;65.0;28.3;26;2.15;17.0;7.0;1.0;Defender;20.0;M;20.0;2.995732273553991
844;Lukas Klostermann;Lukas Klostermann;DF;23.0;2643;3;0.1;1;0.03;0.14;29.4;37.0;1.26;31.0;1.0;4.0;0.14;3.0;0.0;1553.0;86.1;28771.0;9414.0;16;0.0;57.6;6;0.41;0.25;26;17.0;66.0;37.9;31;2.03;29.0;17.0;0.0;Defender;9.0;M;9.0;2.1972245773362196
845;Lukas Klünter;Lukas Klünter;DF;23.0;1878;0;0.0;2;0.1;0.1;20.9;25.0;1.2;22.0;2.0;7.0;0.34;6.0;0.0;573.0;69.5;10844.0;4698.0;26;0.0;54.9;0;0.1;0.0;23;16.0;39.0;31.6;23;1.35;14.0;16.0;1.0;Defender;3.0;M;3.0;1.0986122886681098
846;Lukas Kübler;Lukas Kübler;DF;26.0;209;0;0.0;0;0.0;0.0;2.3;1.0;0.43;1.0;0.0;1.0;0.43;1.0;0.0;77.0;80.2;1858.0;743.0;2;0.0;57.1;1;0.86;0.0;0;0.0;3.0;20.0;5;2.0;2.0;5.0;1.0;Defender;2.0;M;2.0;0.6931471805599453
847;Lukas Lerager;Lukas Lerager;MF;26.0;1387;1;0.06;1;0.06;0.13;15.4;29.0;1.88;25.0;0.0;4.0;0.26;4.0;0.0;494.0;82.3;7799.0;2189.0;11;0.0;55.9;5;0.91;0.07;19;14.0;24.0;24.2;21;1.14;23.0;4.0;0.0;Midfielder;4.0;M;4.0;1.3862943611198906
848;Luke Shaw;Luke Shaw;DF;24.0;1733;0;0.0;0;0.0;0.0;19.3;42.0;2.18;34.0;1.0;1.0;0.05;1.0;0.0;1121.0;86.5;16837.0;6228.0;24;0.0;58.2;5;0.52;0.0;24;15.0;53.0;28.5;24;1.79;34.0;24.0;1.0;Defender;30.0;M;30.0;3.4011973816621555
849;Lukáš Haraslín;Lukáš Haraslín;FW;23.0;384;1;0.23;0;0.0;0.23;4.3;10.0;2.34;6.0;2.0;1.0;0.23;0.0;0.0;97.0;74.0;1543.0;303.0;3;0.0;40.0;2;2.58;0.09;5;3.0;6.0;23.8;11;1.09;20.0;11.0;3.0;Forward;3.0;M;3.0;1.0986122886681098
850;Luuk de Jong;Luuk de Jong;FW;28.0;2059;6;0.26;1;0.04;0.31;22.9;36.0;1.57;26.0;2.0;6.0;0.26;1.0;1.0;389.0;71.6;5635.0;912.0;5;1.0;54.9;24;2.4;0.11;10;4.0;14.0;29.8;35;1.94;121.0;11.0;1.0;Forward;20.0;M;20.0;2.995732273553991
851;Lyanco;Lyanco;DF;22.0;1176;0;0.0;0;0.0;0.0;13.1;7.0;0.54;6.0;1.0;0.0;0.0;0.0;0.0;552.0;85.1;12422.0;4377.0;4;0.0;54.3;0;0.31;0.0;15;5.0;39.0;31.8;17;0.65;3.0;10.0;0.0;Defender;6.0;M;6.0;1.791759469228055
852;Lys Mousset;Lys Mousset;FW;23.0;1240;6;0.44;4;0.29;0.73;13.8;26.0;1.89;15.0;8.0;5.0;0.36;5.0;0.0;176.0;73.6;2351.0;391.0;10;0.0;13.4;9;2.54;0.17;4;2.0;10.0;28.0;30;1.53;80.0;34.0;4.0;Forward;20.0;M;20.0;2.995732273553991
853;Léo Duarte;Léo Duarte;DF;23.0;405;0;0.0;0;0.0;0.0;4.5;1.0;0.22;0.0;0.0;0.0;0.0;0.0;0.0;172.0;88.2;3767.0;952.0;0;0.0;57.9;0;0.67;0.0;1;1.0;12.0;22.6;6;1.5;6.0;0.0;0.0;Defender;4.0;M;4.0;1.3862943611198906
854;Mads Pedersen;Mads Pedersen;DF;22.0;96;0;0.0;1;0.94;0.94;1.1;3.0;2.81;2.0;1.0;1.0;0.94;1.0;0.0;25.0;75.8;422.0;134.0;5;0.0;0.0;0;0.0;0.0;2;2.0;3.0;19.0;2;0.0;2.0;1.0;0.0;Defender;1.0;M;1.0;0.0
855;Mahdi Camara;Mahdi Camara;MF;21.0;901;0;0.0;0;0.0;0.0;10.0;9.0;0.9;7.0;0.0;3.0;0.3;3.0;0.0;388.0;83.8;6653.0;1033.0;4;0.0;65.4;2;0.7;0.0;24;12.0;24.0;23.7;12;1.0;10.0;10.0;1.0;Midfielder;1.0;M;1.0;0.0
856;Makoto Hasebe;Makoto Hasebe;DF;35.0;1968;0;0.0;0;0.0;0.0;21.9;23.0;1.05;22.0;0.0;2.0;0.09;2.0;0.0;1210.0;88.1;27587.0;8322.0;1;0.0;49.1;0;0.0;0.0;20;12.0;56.0;42.9;23;1.35;1.0;4.0;1.0;Defender;600.0;K;0.6;-0.5108256237659907
857;Mamadou Fofana;Mamadou Fofana;DF;21.0;1587;0;0.0;0;0.0;0.0;17.6;13.0;0.74;9.0;2.0;0.0;0.0;0.0;0.0;645.0;87.4;13129.0;3772.0;1;0.0;49.0;0;0.57;0.0;36;16.0;34.0;32.5;20;1.2;6.0;5.0;1.0;Defender;1.0;M;1.0;0.0
858;Mamadou Sakho;Mamadou Sakho;DF;29.0;931;0;0.0;0;0.0;0.0;10.3;1.0;0.1;1.0;0.0;0.0;0.0;0.0;0.0;451.0;87.4;9276.0;3462.0;0;0.0;54.1;0;0.0;0.0;7;0.0;15.0;28.3;14;1.07;3.0;5.0;0.0;Defender;20.0;M;20.0;2.995732273553991
859;Manolo Gabbiadini;Manolo Gabbiadini;FW;27.0;2035;11;0.49;1;0.04;0.53;22.6;80.0;3.54;44.0;3.0;8.0;0.35;4.0;1.0;377.0;64.9;5686.0;1470.0;29;1.0;27.6;35;3.85;0.11;11;4.0;10.0;25.4;33;1.21;98.0;22.0;1.0;Forward;8.0;M;8.0;2.0794415416798357
860;Manu García;Manu García;MF;33.0;1967;0;0.0;0;0.0;0.0;21.9;10.0;0.46;6.0;0.0;0.0;0.0;0.0;0.0;521.0;73.4;9535.0;2300.0;5;0.0;56.2;7;0.92;0.0;38;15.0;33.0;30.8;30;1.0;28.0;10.0;0.0;Midfielder;400.0;K;0.4;-0.916290731874155
861;Manu Trigueros;Manu Trigueros;MF;27.0;1547;2;0.12;4;0.23;0.35;17.2;63.0;3.67;50.0;0.0;6.0;0.35;6.0;0.0;784.0;85.4;14869.0;4324.0;7;0.0;34.1;9;1.4;0.04;21;10.0;30.0;24.6;29;1.48;24.0;13.0;0.0;Midfielder;10.0;M;10.0;2.302585092994046
862;Manu Vallejo;Manu Vallejo;MF;22.0;418;2;0.43;0;0.0;0.43;4.6;11.0;2.37;7.0;1.0;1.0;0.22;1.0;0.0;70.0;74.5;1187.0;203.0;3;0.0;25.0;3;1.72;0.25;2;3.0;5.0;22.1;11;1.73;19.0;8.0;0.0;Midfielder;10.0;M;10.0;2.302585092994046
863;Manuel Akanji;Manuel Akanji;DF;24.0;2309;0;0.0;1;0.04;0.04;25.7;10.0;0.39;9.0;0.0;3.0;0.12;3.0;0.0;1767.0;91.6;36920.0;11998.0;0;0.0;56.9;2;0.39;0.0;23;17.0;35.0;38.6;29;2.14;15.0;8.0;1.0;Defender;20.0;M;20.0;2.995732273553991
864;Manuel Cabit;Manuel Cabit;DF;26.0;270;0;0.0;1;0.33;0.33;3.0;6.0;2.0;5.0;0.0;1.0;0.33;1.0;0.0;104.0;67.1;1778.0;746.0;9;0.0;0.0;0;0.0;0.0;3;3.0;5.0;23.9;3;1.33;0.0;2.0;0.0;Defender;1.0;M;1.0;0.0
865;Manuel Gulde;Manuel Gulde;DF;28.0;1371;1;0.07;0;0.0;0.07;15.2;17.0;1.12;13.0;1.0;1.0;0.07;0.0;0.0;703.0;85.9;15993.0;4938.0;7;0.0;54.9;2;0.92;0.07;20;9.0;41.0;34.6;17;0.94;16.0;7.0;0.0;Defender;3.0;M;3.0;1.0986122886681098
866;Manuel Lanzini;Manuel Lanzini;MF;26.0;1379;0;0.0;2;0.13;0.13;15.3;58.0;3.79;39.0;1.0;5.0;0.33;2.0;0.0;674.0;84.5;10959.0;3117.0;14;1.0;30.0;7;1.5;0.0;9;5.0;12.0;22.1;24;0.83;34.0;28.0;0.0;Midfielder;10.0;M;10.0;2.302585092994046
867;Manuel Lazzari;Manuel Lazzari;DF;25.0;2548;0;0.0;3;0.11;0.11;28.3;60.0;2.12;53.0;1.0;6.0;0.21;4.0;0.0;845.0;79.2;13718.0;3044.0;119;0.0;14.3;9;0.57;0.0;13;11.0;25.0;29.6;32;2.0;88.0;37.0;2.0;Defender;20.0;M;20.0;2.995732273553991
868;Manuel Locatelli;Manuel Locatelli;MF;21.0;2586;0;0.0;5;0.17;0.17;28.7;93.0;3.24;76.0;3.0;8.0;0.28;8.0;0.0;1886.0;86.6;35567.0;8514.0;26;0.0;45.9;6;1.15;0.0;58;25.0;56.0;33.1;33;1.45;34.0;49.0;1.0;Midfielder;10.0;M;10.0;2.302585092994046
869;Marash Kumbulla;Marash Kumbulla;DF;19.0;1950;1;0.05;0;0.0;0.05;21.7;10.0;0.46;8.0;0.0;2.0;0.09;0.0;0.0;771.0;83.8;15790.0;5169.0;1;0.0;66.0;5;0.51;0.09;39;23.0;40.0;33.3;25;1.44;15.0;4.0;0.0;Defender;7.0;M;7.0;1.9459101490553132
870;Marc Albrighton;Marc Albrighton;MF;29.0;867;0;0.0;3;0.31;0.31;9.6;26.0;2.7;22.0;1.0;5.0;0.52;5.0;0.0;344.0;67.9;6189.0;2444.0;49;0.0;28.6;2;1.04;0.0;11;7.0;18.0;34.0;20;1.45;23.0;10.0;2.0;Midfielder;20.0;M;20.0;2.995732273553991
871;Marc Bartra;Marc Bartra;DF;28.0;2524;3;0.11;1;0.04;0.14;28.0;12.0;0.43;10.0;0.0;1.0;0.04;0.0;0.0;1422.0;86.9;30963.0;8554.0;2;0.0;66.1;5;0.75;0.14;37;16.0;59.0;33.0;30;1.07;31.0;13.0;2.0;Defender;20.0;M;20.0;2.995732273553991
872;Marc Cucurella;Marc Cucurella;MF;21.0;3237;1;0.03;5;0.14;0.17;36.0;93.0;2.59;71.0;2.0;9.0;0.25;7.0;0.0;938.0;66.7;15990.0;6391.0;105;1.0;36.8;6;0.86;0.03;62;27.0;76.0;32.3;37;1.38;65.0;24.0;2.0;Midfielder;20.0;M;20.0;2.995732273553991
873;Marc Roca;Marc Roca;MF;22.0;3008;2;0.06;1;0.03;0.09;33.4;60.0;1.8;45.0;2.0;4.0;0.12;3.0;0.0;1389.0;80.2;29813.0;9464.0;21;0.0;43.8;3;0.87;0.0;61;29.0;42.0;29.0;35;0.69;18.0;16.0;0.0;Midfielder;20.0;M;20.0;2.995732273553991
874;Marcel Halstenberg;Marcel Halstenberg;DF;27.0;2520;3;0.11;3;0.11;0.21;28.0;62.0;2.21;51.0;3.0;11.0;0.39;9.0;1.0;1605.0;84.1;30109.0;9791.0;27;0.0;69.7;9;1.11;0.1;20;26.0;56.0;34.9;29;1.83;54.0;24.0;1.0;Defender;20.0;M;20.0;2.995732273553991
875;Marcel Schmelzer;Marcel Schmelzer;DF;31.0;66;1;1.36;1;1.36;2.73;0.7;2.0;2.73;2.0;0.0;1.0;1.36;1.0;0.0;41.0;78.8;607.0;238.0;1;0.0;80.0;1;2.73;0.5;0;0.0;0.0;30.8;7;2.29;3.0;0.0;0.0;Defender;2.0;M;2.0;0.6931471805599453
876;Marcelo;Marcelo;DF;32.0;5598;2;0.035;4;0.07;0.105;62.2;116.0;1.975;104.0;4.0;14.0;0.245;10.0;0.0;3738.0;84.75;76188.0;24464.0;106;4.0;68.44999999999999;16;0.83;0.03;56;40.0;90.0;35.4;64;1.6549999999999998;124.0;20.0;0.0;Defender;10.0;M;10.0;2.302585092994046
877;Marco Asensio;Marco Asensio;FW;23.0;336;3;0.8;1;0.27;1.07;3.7;11.0;2.95;8.0;2.0;1.0;0.27;1.0;0.0;134.0;82.2;2312.0;451.0;9;0.0;37.5;5;2.41;0.33;4;1.0;2.0;32.4;9;2.78;17.0;6.0;0.0;Forward;40.0;M;40.0;3.6888794541139363
878;Marco Benassi;Marco Benassi;MF;24.0;980;1;0.09;1;0.09;0.18;10.9;27.0;2.48;25.0;0.0;2.0;0.18;1.0;0.0;262.0;76.6;4465.0;1465.0;12;0.0;23.8;4;1.93;0.05;10;10.0;19.0;22.1;18;1.5;29.0;7.0;0.0;Midfielder;7.0;M;7.0;1.9459101490553132
879;Marco Friedl;Marco Friedl;DF;21.0;2183;1;0.04;3;0.12;0.16;24.3;36.0;1.48;23.0;0.0;4.0;0.16;3.0;0.0;989.0;76.5;20285.0;6667.0;52;0.0;59.5;3;0.49;0.08;44;28.0;56.0;28.9;27;1.04;14.0;13.0;0.0;Defender;2.0;M;2.0;0.6931471805599453
880;Marco Höger;Marco Höger;MF;29.0;676;0;0.0;0;0.0;0.0;7.5;13.0;1.73;11.0;0.0;0.0;0.0;0.0;0.0;343.0;82.1;7215.0;2321.0;3;0.0;50.0;0;0.13;0.0;7;6.0;18.0;28.7;15;0.6;8.0;8.0;0.0;Midfielder;2.0;M;2.0;0.6931471805599453
881;Marco Parolo;Marco Parolo;MF;34.0;1700;1;0.05;0;0.0;0.05;18.9;21.0;1.11;16.0;0.0;1.0;0.05;0.0;0.0;666.0;86.5;11862.0;3289.0;6;0.0;46.4;6;0.9;0.06;33;13.0;52.0;26.5;29;1.76;27.0;5.0;1.0;Midfielder;1.0;M;1.0;0.0
882;Marco Richter;Marco Richter;MF;21.0;2280;4;0.16;3;0.12;0.28;25.3;56.0;2.21;35.0;8.0;6.0;0.24;4.0;0.0;361.0;60.6;6958.0;2303.0;38;0.0;39.0;18;2.49;0.06;15;11.0;35.0;23.7;31;1.13;63.0;49.0;4.0;Midfielder;4.0;M;4.0;1.3862943611198906
883;Marco Silvestri;Marco Silvestri;GK;28.0;3150;0;0.0;0;0.0;0.0;35.0;3.0;0.09;0.0;0.0;0.0;0.0;0.0;0.0;450.0;45.4;17400.0;13123.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;35;1.31;0.0;1.0;0.0;Goalkeeper;5.0;M;5.0;1.6094379124341003
884;Marco Sportiello;Marco Sportiello;GK;27.0;525;0;0.0;0;0.0;0.0;5.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;85.5;3172.0;1383.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;6;2.0;0.0;0.0;0.0;Goalkeeper;4.0;M;4.0;1.3862943611198906
885;Marcos Alonso;Marcos Alonso;DF;28.0;1430;4;0.25;2;0.13;0.38;15.9;47.0;2.96;36.0;1.0;6.0;0.38;4.0;0.0;916.0;82.7;16220.0;4972.0;51;1.0;57.5;8;1.89;0.13;19;5.0;30.0;40.9;18;2.22;72.0;12.0;0.0;Defender;30.0;M;30.0;3.4011973816621555
886;Marcos Llorente;Marcos Llorente;MF;24.0;1368;3;0.2;3;0.2;0.39;15.2;27.0;1.78;21.0;4.0;7.0;0.46;3.0;2.0;395.0;77.9;6233.0;1632.0;18;1.0;41.7;5;0.92;0.21;22;8.0;30.0;31.7;29;1.97;51.0;25.0;1.0;Midfielder;30.0;M;30.0;3.4011973816621555
887;Marcos Rojo;Marcos Rojo;DF;29.0;122;0;0.0;0;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;67.3;747.0;323.0;2;0.0;75.0;0;0.74;0.0;1;0.0;1.0;25.0;3;1.33;3.0;0.0;0.0;Defender;10.0;M;10.0;2.302585092994046
888;Marcus Coco;Marcus Coco;FW;23.0;14;0;0.0;0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;100.0;27.0;7.0;0;0.0;0.0;0;0.0;0.0;1;0.0;0.0;50.0;1;0.0;0.0;0.0;0.0;Forward;5.0;M;5.0;1.6094379124341003
889;Marcus Ingvartsen;Marcus Ingvartsen;MF;23.0;1716;5;0.26;2;0.1;0.37;19.1;29.0;1.52;22.0;2.0;5.0;0.26;4.0;0.0;342.0;68.1;5132.0;1063.0;13;0.0;47.1;13;2.26;0.09;11;8.0;26.0;26.8;28;1.25;58.0;22.0;1.0;Midfielder;2.0;M;2.0;0.6931471805599453
890;Marcus Rashford;Marcus Rashford;FW;21.0;2643;17;0.58;7;0.24;0.82;29.4;93.0;3.17;65.0;11.0;20.0;0.68;11.0;4.0;758.0;76.7;12428.0;3377.0;29;4.0;30.3;38;2.86;0.13;6;7.0;26.0;27.0;31;1.77;163.0;72.0;13.0;Forward;60.0;M;60.0;4.0943445622221
