;Player;Position;Comp;Age;Min;Goals;GoalsPer90;Asists;AsistsPer90;GoalAstPer90;90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio
5262;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;0;0;;0;0.00;;27;22;36;25.0
5263;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;0;0;;0;0.00;;0;0;1;0.0
5264;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;28;0;19.0;10;1.27;0.22;27;22;36;25.0
5265;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;28;0;19.0;10;1.27;0.22;0;0;1;0.0
5266;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;28;0;19.0;0;0.00;;27;22;36;25.0
5267;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;28;0;19.0;0;0.00;;0;0;1;0.0
5268;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;0;0;;10;1.27;0.22;27;22;36;25.0
5269;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;0;0;;10;1.27;0.22;0;0;1;0.0
5270;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;0;0;;0;0.00;;27;22;36;25.0
5271;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;0;0;;0;0.00;;0;0;1;0.0
5272;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;28;0;19.0;10;1.27;0.22;27;22;36;25.0
5273;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;28;0;19.0;10;1.27;0.22;0;0;1;0.0
5274;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;28;0;19.0;0;0.00;;27;22;36;25.0
5275;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;28;0;19.0;0;0.00;;0;0;1;0.0
5276;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;0;0;;10;1.27;0.22;27;22;36;25.0
5277;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;0;0;;10;1.27;0.22;0;0;1;0.0
5278;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;0;0;;0;0.00;;27;22;36;25.0
5279;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;0;0;;0;0.00;;0;0;1;0.0
5280;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;28;0;19.0;10;1.27;0.22;27;22;36;25.0
5281;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;28;0;19.0;10;1.27;0.22;0;0;1;0.0
5282;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;28;0;19.0;0;0.00;;27;22;36;25.0
5283;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;28;0;19.0;0;0.00;;0;0;1;0.0
5284;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;0;0;;10;1.27;0.22;27;22;36;25.0
5285;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;0;0;;10;1.27;0.22;0;0;1;0.0
5286;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;0;0;;0;0.00;;27;22;36;25.0
5287;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;0;0;;0;0.00;;0;0;1;0.0
5288;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;28;0;19.0;10;1.27;0.22;27;22;36;25.0
5289;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;28;0;19.0;10;1.27;0.22;0;0;1;0.0
5290;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;28;0;19.0;0;0.00;;27;22;36;25.0
5291;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;28;0;19.0;0;0.00;;0;0;1;0.0
5292;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;0;0;;10;1.27;0.22;27;22;36;25.0
5293;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;0;0;;10;1.27;0.22;0;0;1;0.0
5294;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;0;0;;0;0.00;;27;22;36;25.0
5295;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;0;0;;0;0.00;;0;0;1;0.0
5296;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;28;0;19.0;10;1.27;0.22;27;22;36;25.0
5297;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;28;0;19.0;10;1.27;0.22;0;0;1;0.0
5298;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;28;0;19.0;0;0.00;;27;22;36;25.0
5299;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;28;0;19.0;0;0.00;;0;0;1;0.0
5300;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;0;0;;10;1.27;0.22;27;22;36;25.0
5301;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;0;0;;10;1.27;0.22;0;0;1;0.0
5302;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;0;0;;0;0.00;;27;22;36;25.0
5303;Jonas Hofmann;MF;de Bundesliga;22;2;0.0;0.00;0;0.00;0.00;0.0;0;0.00;0;0;0;0.00;0;0;1;50.0;7;5;0;0;;0;0.00;;0;0;1;0.0
5304;Marco Höger;MF;de Bundesliga;29;676;0.0;0.00;0;0.00;0.00;7.5;13;1.73;11;0;0;0.00;0;0;343;82.1;7215;2321;3;0;50.0;0;0.13;0.00;7;6;18;28.7
5305;Rob Holding;DF;eng Premier League;23;581;0.0;0.00;0;0.00;0.00;6.5;2;0.31;2;0;0;0.00;0;0;292;86.4;6532;1724;1;0;53.3;0;0.15;0.00;3;2;19;29.8
5306;José Holebas;DF;eng Premier League;35;1,025;0.0;0.00;0;0.00;0.00;11.4;19;1.67;8;1;0;0.00;0;0;431;70.9;8312;3866;32;0;66.0;3;0.53;0.00;12;6;23;33.0
5307;Lucas Höler;FW,MF;de Bundesliga;25;2,485;8.0;0.29;2;0.07;0.36;27.6;67;2.43;39;5;15;0.54;4;3;452;69.9;6313;945;22;1;43.3;22;1.81;0.16;18;10;39;23.8
5308;Mason Holgate;DF;eng Premier League;22;2,054;0.0;0.00;3;0.13;0.13;22.8;18;0.79;9;1;5;0.22;3;0;855;86.3;20925;6091;2;0;57.5;5;0.53;0.00;28;21;32;31.8
5309;Nathan Holland;MF;eng Premier League;21;33;0.0;0.00;0;0.00;0.00;0.4;0;0.00;0;0;0;0.00;0;0;11;78.6;137;49;2;0;0.0;1;2.73;0.00;0;0;1;30.8
5310;Gerrit Holtmann;MF,DF;de Bundesliga;24;1,065;1.0;0.08;0;0.00;0.08;11.8;19;1.61;16;2;1;0.08;0;0;288;72.4;4455;1890;24;0;33.3;9;1.94;0.04;12;11;34;29.2
5311;Josué Homawoo;DF;fr Ligue 1;21;45;0.0;0.00;0;0.00;0.00;0.5;0;0.00;0;0;0;0.00;0;0;17;70.8;284;160;0;0;100.0;0;0.00;;1;2;4;20.0
5312;Franck Honorat;FW,DF;fr Ligue 1;22;849;0.0;0.00;3;0.32;0.32;9.4;28;2.97;21;2;4;0.42;4;0;242;61.9;4083;1713;42;0;36.8;1;0.53;0.00;16;5;19;35.6
5313;Luca Horn;DF;de Bundesliga;20;6;0.0;0.00;0;0.00;0.00;0.1;0;0.00;0;0;0;0.00;0;0;8;100.0;133;125;0;0;;0;0.00;;0;0;0;
5314;Timo Horn;GK;de Bundesliga;26;3,060;0.0;0.00;0;0.00;0.00;34.0;3;0.09;2;0;1;0.03;1;0;867;72.9;29556;19782;0;0;;0;0.00;;0;0;0;12.5
5315;Krisztofer Horváth;FW,DF;it Serie A;17;44;0.0;0.00;0;0.00;0.00;0.5;2;4.09;2;0;0;0.00;0;0;12;75.0;229;45;0;0;0.0;0;2.05;0.00;1;0;1;37.5
5316;Conor Hourihane;MF;eng Premier League;28;1,534;3.0;0.18;5;0.29;0.47;17.0;57;3.34;25;0;7;0.41;2;0;542;75.2;10353;3235;45;1;52.4;10;1.70;0.10;14;8;27;17.0
5317;Lukáš Hrádecký;GK;de Bundesliga;29;3,060;0.0;0.00;0;0.00;0.00;34.0;6;0.18;3;0;1;0.03;1;0;1220;76.4;35730;21089;0;0;;0;0.00;;0;0;0;33.3
5318;Benjamin Hübner;DF;de Bundesliga;30;2,070;1.0;0.04;4;0.17;0.22;23.0;19;0.83;18;0;6;0.26;6;0;1364;86.9;27908;12620;3;0;68.8;4;1.04;0.04;21;17;38;33.2
5319;Florian Hübner;DF;de Bundesliga;28;850;0.0;0.00;0;0.00;0.00;9.4;5;0.53;5;0;0;0.00;0;0;231;83.1;4872;1494;1;0;55.2;1;0.53;0.00;6;8;20;30.9
5320;Callum Hudson-Odoi;FW;eng Premier League;18;863;1.0;0.10;5;0.52;0.63;9.6;45;4.69;35;4;6;0.63;6;0;384;80.7;7208;1491;49;0;17.6;4;2.29;0.05;5;1;18;24.0
5321;Will Hughes;MF,FW;eng Premier League;24;2,252;1.0;0.04;1;0.04;0.08;25.0;51;2.04;29;1;3;0.12;2;0;677;73.6;10613;3728;32;0;47.2;3;1.08;0.04;49;27;66;26.8
5322;Mats Hummels;DF;de Bundesliga;30;2,581;1.0;0.03;3;0.10;0.14;28.7;22;0.77;19;0;5;0.17;5;0;1974;88.4;46777;14040;5;0;71.0;4;0.80;0.04;47;19;56;43.3
5323;Uwe Hünemeier;DF;de Bundesliga;33;1,209;1.0;0.07;0;0.00;0.07;13.4;14;1.04;12;0;0;0.00;0;0;698;86.9;16781;5885;1;0;57.6;1;0.74;0.00;20;13;34;41.1
5324;Adrien Hunou;FW,MF;fr Ligue 1;25;1,210;8.0;0.60;1;0.07;0.67;13.4;32;2.38;23;2;4;0.30;3;0;247;77.9;3710;750;11;1;32.4;14;2.16;0.24;16;5;21;29.5
5325;Jannik Huth;GK;de Bundesliga;25;540;0.0;0.00;0;0.00;0.00;6.0;1;0.17;1;0;0;0.00;0;0;202;79.5;5457;2539;0;0;;0;0.00;;0;0;0;0.0
5326;Elseid Hysaj;DF;it Serie A;25;1,481;1.0;0.06;2;0.12;0.18;16.5;36;2.19;33;1;3;0.18;3;0;1098;84.5;18329;6483;30;0;37.5;3;0.30;0.20;17;9;32;31.7
5327;Suk Hyun-jun;FW,MF;fr Ligue 1;28;262;1.0;0.34;1;0.34;0.69;2.9;4;1.37;4;0;1;0.34;1;0;28;49.1;349;132;1;0;51.8;3;4.12;0.08;4;1;4;44.7
5328;Pierre Højbjerg;MF;eng Premier League;23;2,752;0.0;0.00;1;0.03;0.03;30.6;64;2.09;53;2;5;0.16;3;0;1413;78.1;26873;6921;25;0;54.8;10;1.54;0.00;57;36;63;33.5
5329;Simone Iacoponi;DF;it Serie A;32;3,053;2.0;0.06;0;0.00;0.06;33.9;13;0.38;9;0;2;0.06;2;0;1171;85.2;30136;9058;2;0;43.1;2;0.29;0.20;32;26;59;35.0
5330;Iago;DF,MF;de Bundesliga;22;674;1.0;0.13;1;0.13;0.27;7.5;5;0.67;5;0;0;0.00;0;0;176;61.1;3060;1307;12;0;38.5;1;0.27;0.50;5;8;18;17.8
5331;Robert Ibáñez;MF,FW;es La Liga;26;537;1.0;0.17;0;0.00;0.17;6.0;12;2.01;7;2;1;0.17;1;0;139;80.3;1998;549;6;0;55.6;1;1.34;0.13;3;5;11;26.7
5332;Roger Ibanez;DF;it Serie A;20;614;0.0;0.00;0;0.00;0.00;6.8;3;0.44;3;0;1;0.15;1;0;295;90.5;6090;2188;0;0;76.2;0;0.44;0.00;8;6;12;31.3
5333;Jordon Ibe;DF;eng Premier League;23;50;0.0;0.00;0;0.00;0.00;0.6;0;0.00;0;0;0;0.00;0;0;17;77.3;329;144;1;0;;0;0.00;;3;0;0;27.3
5334;Vedad Ibišević;FW;de Bundesliga;34;1,257;7.0;0.50;2;0.14;0.64;14.0;29;2.08;25;1;4;0.29;4;0;171;71.0;2955;692;2;0;42.6;13;2.08;0.21;1;2;4;27.9
5335;Vicente Iborra;MF;es La Liga;31;2,648;1.0;0.03;2;0.07;0.10;29.4;25;0.85;21;0;3;0.10;2;0;1247;86.2;25926;5676;3;0;56.9;3;0.65;0.05;41;28;51;25.3
5336;Didier Ibrahim Ndong;MF;fr Ligue 1;25;2,386;0.0;0.00;3;0.11;0.11;26.5;42;1.58;38;0;3;0.11;3;0;1256;87.9;24802;6136;19;0;34.8;6;0.72;0.00;58;25;37;31.0
5337;Zlatan Ibrahimović;FW;it Serie A;37;1,362;10.0;0.66;5;0.33;0.99;15.1;58;3.83;47;3;7;0.46;6;1;434;69.8;6752;1730;23;0;70.3;18;4.16;0.13;3;0;9;23.0
5338;Mauro Icardi;FW;fr Ligue 1;26;1,267;12.0;0.85;2;0.14;0.99;14.1;32;2.27;26;3;9;0.64;5;2;149;83.7;2128;534;5;1;30.4;20;2.56;0.33;4;0;10;25.8
5339;Adam Idah;FW,MF;eng Premier League;18;228;0.0;0.00;0;0.00;0.00;2.5;1;0.39;1;0;0;0.00;0;0;37;77.1;495;81;0;0;30.8;2;2.37;0.00;4;1;6;25.0
5340;Odion Ighalo;FW;eng Premier League;30;101;0.0;0.00;0;0.00;0.00;1.1;5;4.46;3;2;0;0.00;0;0;21;91.3;279;22;0;0;0.0;3;6.24;0.00;2;1;2;21.7
5341;Borja Iglesias;FW;es La Liga;26;1,922;3.0;0.14;2;0.09;0.23;21.4;27;1.26;24;2;4;0.19;3;0;238;74.6;3461;540;10;1;43.0;12;1.64;0.09;5;0;15;19.5
5342;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;9;0;53.3;1;0.27;0.00;17;8;34;24.6
5343;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;9;0;53.3;1;0.27;0.00;10;5;11;31.5
5344;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;9;0;53.3;0;0.15;0.00;17;8;34;24.6
5345;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;9;0;53.3;0;0.15;0.00;10;5;11;31.5
5346;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;2;0;91.7;1;0.27;0.00;17;8;34;24.6
5347;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;2;0;91.7;1;0.27;0.00;10;5;11;31.5
5348;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;2;0;91.7;0;0.15;0.00;17;8;34;24.6
5349;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;2;0;91.7;0;0.15;0.00;10;5;11;31.5
5350;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;9;0;53.3;1;0.27;0.00;17;8;34;24.6
5351;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;9;0;53.3;1;0.27;0.00;10;5;11;31.5
5352;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;9;0;53.3;0;0.15;0.00;17;8;34;24.6
5353;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;9;0;53.3;0;0.15;0.00;10;5;11;31.5
5354;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;2;0;91.7;1;0.27;0.00;17;8;34;24.6
5355;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;2;0;91.7;1;0.27;0.00;10;5;11;31.5
5356;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;2;0;91.7;0;0.15;0.00;17;8;34;24.6
5357;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;2;0;91.7;0;0.15;0.00;10;5;11;31.5
5358;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;560;84.0;11259;3911;9;0;53.3;1;0.27;0.00;17;8;34;24.6
5359;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;560;84.0;11259;3911;9;0;53.3;1;0.27;0.00;10;5;11;31.5
5360;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;560;84.0;11259;3911;9;0;53.3;0;0.15;0.00;17;8;34;24.6
5361;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;560;84.0;11259;3911;9;0;53.3;0;0.15;0.00;10;5;11;31.5
5362;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;560;84.0;11259;3911;2;0;91.7;1;0.27;0.00;17;8;34;24.6
5363;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;560;84.0;11259;3911;2;0;91.7;1;0.27;0.00;10;5;11;31.5
5364;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;560;84.0;11259;3911;2;0;91.7;0;0.15;0.00;17;8;34;24.6
5365;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;560;84.0;11259;3911;2;0;91.7;0;0.15;0.00;10;5;11;31.5
5366;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;302;88.3;5922;2046;9;0;53.3;1;0.27;0.00;17;8;34;24.6
5367;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;302;88.3;5922;2046;9;0;53.3;1;0.27;0.00;10;5;11;31.5
5368;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;302;88.3;5922;2046;9;0;53.3;0;0.15;0.00;17;8;34;24.6
5369;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;302;88.3;5922;2046;9;0;53.3;0;0.15;0.00;10;5;11;31.5
5370;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;302;88.3;5922;2046;2;0;91.7;1;0.27;0.00;17;8;34;24.6
5371;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;302;88.3;5922;2046;2;0;91.7;1;0.27;0.00;10;5;11;31.5
5372;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;302;88.3;5922;2046;2;0;91.7;0;0.15;0.00;17;8;34;24.6
5373;Igor;DF;it Serie A;21;1,337;0.0;0.00;1;0.07;0.07;6.8;4;0.59;2;0;0;0.00;0;0;302;88.3;5922;2046;2;0;91.7;0;0.15;0.00;10;5;11;31.5
5374;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;9;0;53.3;1;0.27;0.00;17;8;34;24.6
5375;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;9;0;53.3;1;0.27;0.00;10;5;11;31.5
5376;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;9;0;53.3;0;0.15;0.00;17;8;34;24.6
5377;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;9;0;53.3;0;0.15;0.00;10;5;11;31.5
5378;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;2;0;91.7;1;0.27;0.00;17;8;34;24.6
5379;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;2;0;91.7;1;0.27;0.00;10;5;11;31.5
5380;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;2;0;91.7;0;0.15;0.00;17;8;34;24.6
5381;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;560;84.0;11259;3911;2;0;91.7;0;0.15;0.00;10;5;11;31.5
5382;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;9;0;53.3;1;0.27;0.00;17;8;34;24.6
5383;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;9;0;53.3;1;0.27;0.00;10;5;11;31.5
5384;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;9;0;53.3;0;0.15;0.00;17;8;34;24.6
5385;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;9;0;53.3;0;0.15;0.00;10;5;11;31.5
5386;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;2;0;91.7;1;0.27;0.00;17;8;34;24.6
5387;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;2;0;91.7;1;0.27;0.00;10;5;11;31.5
5388;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;2;0;91.7;0;0.15;0.00;17;8;34;24.6
5389;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;14.9;18;1.21;15;1;1;0.07;1;0;302;88.3;5922;2046;2;0;91.7;0;0.15;0.00;10;5;11;31.5
5390;Igor;DF;it Serie A;21;611;0.0;0.00;0;0.00;0.00;6.8;4;0.59;2;0;0;0.00;0;0;560;84.0;11259;3911;9;0;53.3;1;0.27;0.00;17;8;34;24.6
